content,label
"Aplikasi gagal yg di salahkan SDM nya, sbgai ptugas sirekap jujur saja kami kecewa. 1. kami tidak ada honor tambahan (hanya bantuan pembelian kuota data). 2. proses upload yg menyita waktu. 3. minimal kasih fitur flash. penghitungan suara sampai malam tanpa flash hasil foto pun kurang maksimal. 4. di hari H aplikasi jg susah d akses server down (menandakan aplikasi emang belum siap digunakan scara massal dan bersamaan). 5. ada fitur edit (HANYA berlaku untuk DPD & DPR, TIDAK BERLAKU untuk PPWP)",negatif
Aplikasi payah gada guna banyak kurangnya daripada manfaatnya,negatif
Jangan percaya aplikasi pemerintah mempersulit petugas,negatif
buruk,negatif
"Tolong diperbaiki, aplikasi belum siap digunakan suruh pakai, mana pps suruh coba terus update ke si rekap. Intinya hasil sudh selesai, gak peduli dengan si rekap, gak bisa terus cape coba2 terus. Wassalam",negatif
Aplikasi tolol banyak bug Minim fitur,negatif
pas hari-h malah ga berfungsi,negatif
"pas pemilu hanya sukses upload presiden dan dpr, yang lainnya loading lama.",negatif
"Aplikasi nya jelek, pas pemilu pun masih error juga",negatif
Belum siap pakai,negatif
Oke,positif
Baik,positif
Aplikasi gagunaaa,negatif
Dari tampilan ok tpi lemot kebangetan salah baca angka sering foreclose ngulang foto trus ga selesai2,negatif
"Aplikasi gagal produk gagal jngan di gunakan buat hal yg sangat penting,",negatif
"Jangan salahkan si rekapnya, salahkan yang buat aplikasi, kenapa pada ppwp ga bisa di edit, di kira kpps yang curang, aneh bin ajaib😌, ga mau putaran ke dua, puteren dewe pakkk, sekian terimakasih",negatif
"Aplikasi belum layak, tolong di perbaiki",negatif
aplikasi murahan,negatif
"HEBAT,!!!Mampu membuat se Indonesia RIBUT.",negatif
"Pesta Demokrasi tinggal menghitung hari, Aplikasi KPU versi Digitalisasi kurang MUMPUNI. Apakah saat pelaksanaan akan timbul banyak masalah di Server.? mengingat seluruh indonesia akan menggunakan Apk ini untuk Pesta Demokrasi.",negatif
"aplikasi sering error, masa biat upload C-Hasil saja harus nunggu 5 hari, itu pun masih salah datanya. lain kali kalau apk belum siap, jangan dipaksa dipakai. kami yang jadi kpps pusing tau, udah penghitungan suara sampai subuh terus ditambah aplikasi ini yang bodoh, jadinya kerja 2 kali kita. kenapa apk ini error? apakah anggarannya kurang?",negatif
Belajar lagi buat aplikasi nasional biar tidak mentusahkan,negatif
aplikasi butuh perbaikan,negatif
Ini apk tidak baik MENURUT SAYA Bakal jadi problem bagi kpu karna mau masuk tidak bisa Di suruh masukan no NIK jg tidak bisa Trus mau nya si KPU APA?,negatif
"Sering eror, Merugikan kpps",negatif
Mantap,positif
Aplikasi nya jelek tidak ada sistem uang nya aku mau uang dengan sistem gacha,negatif
"Apk yang sangat mudah, Sangat mudah di uninstall & tdk usah digunakan selamanya. RIBET & LEMOT. BINTANG SETENGAH SAJA KALO ADA.",negatif
Aplikasi aneh..,negatif
"Aplikasi yg tidak jujur, menggelembungkan suara paslon 02 saja. Aplikasi sampah 👎",negatif
Perbaiki lg sistem dan akhlak kalian,negatif
"Apk belum siap tapi di paksakan ,kpps di salahin sama KPU lagi ,ttolol emang",negatif
Belum layak,negatif
"Aplikasi kacau, jika memang elor system kenapa angka yang menggelembung hanya kepada paslon urut tertentu, dan konyolnya untuk pres gak bisa diedit/revisi dengan c hasil asli. Per tps max 300 orang setidakbya ada batasan max di app 300 agar tidak ada penggelembungan data sampai 969 angkanya kan jadi lucu. Menurut saya biarkanlan app diaudit dan diperbaiki oleh lembaga inden jika memang Kpu ingin transparan dan untuk mengembalikan kepercayaan masyarakat.",negatif
Ruwet.....,negatif
"bukannya memudahkan, malah menyusahkan",negatif
Gagal mulu,negatif
Aplikasi belum siap dipakai sirver eror mulu,negatif
"Ngelag, server down gabisa dipake dan sering fore close sendiri. Bosok",negatif
"Woi KPU klau aplikasi masih banyak galatnya jangan kau buat jadi aplikasi nasional utk pemilu, malu-maluin aja, jangan kau buat gaduh masyarakat, stopkan aja aplikasinya",negatif
"APK belum siap,, dipaksakan untuk kerja Sekarang malah kami (KPPS) yang disalahkan KPU Dari awal sebelum 14 Feb (simulasi) sudah banyak kendala Eh tetep dake Bel Gedes",negatif
Membantu,positif
Gagal mulu,negatif
"Ya kali aplikasi ga bisa dipake, anggota KPPS nya yang disalahin. Dari awal bimtek pun aplikasi udah bermasalah, sampe gini hari pun ini aplikasi tetep buruk.",negatif
"Aplikasi pembodohan Rakyat, berkedok KPU tapi servernya dari Luar Negeri.",negatif
"Tujuan aplikasi untuk meringankan kerja, tapi aplikasi ini malah membebani aplikasi ini nggak layak dikasih bintang kalo bisa milih",negatif
Selalu saja bermasalah bahkan sampai hari ini.,negatif
Penasaran setelah aplikasi ini menjadi buah bibir... Saya donwload dan saya tidak bisa log in...dan saya belom tau isinya seperti apa👎🏻👎🏻👎🏻,negatif
"Tolonglah dicoba dulu sebelum dipakai, ini udah banyak bug malah nyalahin usernya hadeh.",negatif
Aplikasi pembuat kegaduhan!!!,negatif
"Awalnya biasa saja, kadang susah login dan pada akhirnya gak bisa login samasekali dengn status ""account is disabled, please contact your administrator"" tolong solusinya!",negatif
"Aplikasi buruk, bikin orang tambah susah mending di hilangkan saja",negatif
Aplikasi sering eror,negatif
Sirekap tidak bisa login padahal kata sandi bener tapi di sirekap kata sandi salah gimana ni min sekarang sirekap tidak bisa dibuka,negatif
"Sekedar saran, sekiranya bisa bukalah sayembara untuk developer handal indonesia untuk pengembangannya, dan para bug hunter untuk pengujian sistem keamanan dan gunakan rakyat indonesia yg ingin berkontribusi untuk indonesia sebagai tolak ukur pengguna aplikasi...",positif
Aplikasi gak bermutu,negatif
"Buang² uang negara, kalau hanya buat Gaduh Rakyat Indonesia",negatif
"Aplikasi yang error malah nyalahin kami selaku pengguna yang direkomendasikan untuk menggunakan nya, mikir komisaris perbaiki dulu akal baru bicara, coba kalian langsung kelapangan cek bagaimana susah nya kami selaku pengguna harus melakukan perekaoan data dengan aplikasi yang error ini, pekerjaan kami juga terhambat karena ngakalin masalah aplikasi ini",negatif
Aplikasi Ga Bagus dalamnya Kecurang,negatif
"Sangat buruk, hanya mementingkan sebelah pihak 👎",negatif
Gak valid,negatif
Uninstal apk berbahaya tidak netral diwaspada akan data pribadi anda dikumpulkan di server china,negatif
Apk masih trial aja udah di pake 1 indonesia parah,negatif
Apk jelek banyak bug,negatif
bagus,positif
Apk abal abal,negatif
"Aplikasi busuk, data eror dibilang salah kpps, nggak layak pakai",negatif
"Kalo menurut saya c hasil sudah ok ,tp yg berupa angka digital blm bisa d bilang normal.",positif
Untrust.. buruk,negatif
"Yg nyalahin anggota KPPS karena salah input data ke sirekap ,, coba lu pake vangke, jangan cuman ngomong doang... Mentang² uang udah banyak, bisanya cuman nyuruh aja... Sadar diri woyy",negatif
"Wis lah, remuk developere.",negatif
"Gimana pas hari pemilihan coba awal2 udah kya gini, aplikasi ga guna",positif
"Aplikasi bukannya mempermudah malah mempersulit, sistem lelet error terus pembacaan angka salah semua, hadeh² kalo blm siap development aplikasi mending gak usah dulu, nyusahin aja",negatif
SERVER DOWN TERUS SUSAH BUAT UPLOAD,negatif
Perbaiki dulu aplikasinya baru di publish di tunggu versi terbaiknya di pemilu yang akan datang,positif
"Aplikasi masih perlu banyak perbaikan, buat foto kadang mental, fitur edit tidak bisa di gunakan, sulit fokus",negatif
"Kabarnya tidak ada tender terbuka. Tidak ada uji publik. IP address, server tidak berada di Indonesia. Banyak backdoor. Tidak user friendly. Banyak BUG. Dst.. Dst...",negatif
"Aplikasi nya bagus, SDM Nya yg di TPS yang kurang bagus.. wkwkwkwkw",positif
Banyak trouble,negatif
Kacauuuu,negatif
"Anggaran mahal,kwalitas murahan. Agak laen kau Agak laen bapak kau Agak laen sekeluarga",negatif
Mual saya sama aplikasi ini . . Kurang berat apa tugas kami sebgai petugas kpps ?? Ditambahin sma aplikasi begini,negatif
Aplikasi yang bug ..server down....yang disalahin KPPS,negatif
Buruk,negatif
"Aplikasi RECEHAN, bukannya membatu kerja KPPS malah bikin ribet, kami admin puyeng pakai aplikasi ini..KPPS pula jadi kambing hitam. Modal dong bikin aplikasi setara aplikasi MedSos biar lancar.",negatif
aplikasi yg bikin KPPS jadi kambing hitam padahal apk ini yg masih jauh dari kata sempurna,positif
"Aplikasinya blum siap publish,,, gk bisa diajak kerja_sama malah bikin kerja_semrawut",negatif
Aplikasi terbodoh,negatif
Aplikasi parah gara² aplikasi ini kpps jadi disalahkan KPU,negatif
Sulit ngambil foto dan submit data,negatif
"Mempersulit hidup, ga jelas !!!!!",negatif
Jelek sekali aplikasinya,negatif
Perlu ditingkatkan lagi dan dipermudah untuk penggunaan masa mendatang!,positif
"Niatnya sudah bagus cuma kurang memanfaatkan waktu untuk mempersiapkan aplikasinya saja. Verifikasi dokumen terlampau lama keburu form c hasil dikembalikan ke PPS, sebelum di update sebenernya sudah bagus bisa tulis hasil secara manual jadi bisa double checking. Kualitas kamera dari aplikasi juga terlampau buruk dan tidak ada fitur flash nya.",positif
"Apk gak jelass!!!!!!!!! Yang bug apk nya yang di salahin usernya, Bloggggg!!!!!!",negatif
aplikasi cacat,negatif
Makanya kalo belum siap jangan sok pake aplikasi nyusahin orang aja lu,negatif
"APLIKASI GAGAL. Banyak bug, over akses jadi Lemot, kamera tidak bisa di fokuskan dan kualitas gambar tulisan jadi blur kenapa gapake kamera bawaan HP kaya daftar hadir. Unggah gambar tulisan ""tunggu sesaat"" TAPI 3 hari blum selesai proses pengunggahannya. Cara pengaplikasianya cukup mudah. Tapi ya seperti tadi contohnya aplikasi gabagus buat pemilihan yg minta cepat tapi aplikasi banyak masalah.",negatif
"Aplikasi yg gk bener, malah nuduh kpps!!",negatif
"untuk aplikasinya baguss semangat buat pengembang aplikasi ini, dan untuk kedepannya tolong di tingkatkan lagii fiturnya seperti bisa ngambil foto dari galeri supaya lebih cepet dan juga tolong pas Hari H ni aplikasii tolong servernya di banyakin lagi supaya tidak teejadi eror saat hari H tolong tingkatkan lagii semangat Dev:')",positif
"Gini ni kalau aplikasi dadakan , nunggu sukses harus berhari hari , giliran gagal harus upload ulang ke tingkat kecamatan/ desa . Orang lain itu kerja juga , upload harus manual gabisa pakai data yang kemarin sudah terfoto . Sedih memang",negatif
lemot,negatif
Aplikasi kacau dan memihak ke paslon tertentu. Kacau negara,negatif
aplikasi tidak siap sama sekalii,negatif
Aplikasi memyesatkan,negatif
Fitur pengemblungan suara sangat tidak baik,negatif
"jujurly aplikasi ini harus di evaluasi kembali, karena dalam membaca hasil c plano pun masih harus di detail kan kembali, saya berharap aplikasi ini lebih dikembangkan demi kelancaran pemungutan suara",positif
Apk memang ok,positif
"Apk sampah truntuk kau ketua KPU RI terimakasih atas penilaiannya kepada kami kpps terhusus operator sirekap mengatakan bahwa kami kerja tdiak teliti dan asal asalan anda mungkin perlu cermin, sekelas pemilu pakai Apk yg baru login udah down udah eror apa apaan sangat memalukan",negatif
"Apk Belum sempurna Masih banyak bug ,Pas awal awal ada yg bisa login ada yg engga ,Macam macam dah nih kekeurangan apk .Malh langsung d pake ya gini .. mana langsung nyalahin anggota kpps terkait kesalahan angka .. Kocak",negatif
"Aplikasi tulul, belum bener dipaksakan dipakai. Apa tidak diuji coba dulu kah aplikasinya?apakah kalau masih banyak errornya tetap dipakai?",negatif
"Aplikasi yang belum siap, masih mentah.",negatif
"Aplikasi yg rusak, yg disalahkan kpps, lucu",negatif
"Aplikasi yang dari 2019 sampai 2024 belum siap, kasihan operator sirekap yang di salahkan...semoga kedepannya lebih baik lagi.",negatif
Zonk,negatif
"Aplikasi yg membuat rugi.masyarakat indonesia,tidak ada hal yg baik menurut saya,karena kegagalan dan banyaknya keterlambatan laporan dikarenakan aplikasinya selalu erorr....",negatif
"KPU asu, jangan kau kambing hitamkan petugas KPPS",negatif
Gara-gara aplikasi ini pemilu sekarang amuradul,negatif
"Aplikasi banyak bug, gabisa disunting. Malah nyalahin anggota kpps. Aneh.",negatif
APLIKASI RIBET YANG BANYAK DRAMA,negatif
"Aplikasi gaje, nunggu verifikasi gambar bisa sampe 2 hari, pas ada kesalahan ya gimana c hasilnya udah di kecamatan.. buat aja pemilu jadi 3 hari kalau mau makai aplikasi gaje gini",negatif
Aplikasi susah di gunakan,negatif
"Aplikasi yg blom siap tpi sudah di release.... Yg salah baca aplikasi, yg di salahin kpps... Luar biasa tuduhan anda.... Kami bekerja 24 jam lebih masih di salahin lagi?",negatif
Yang salah KPPS kok. Bukan Sirekap nya apalagi KPU haha,negatif
Tepat sebagai acuan,positif
"Aplikasi gagal kek gini, malah kpu bilang yang salah kpps, emang tolol kpu. Akibat orang dalam ya kek gitu kerja gak bisa, bisanya nyalahin orang lain",negatif
"Aplikasi bodong, yg buat jg bodong",negatif
"Aplikasi sampah, buang buang duit negara membelinya",negatif
"iT 'nya bgimana inih ko bnyk data yg ga singkron ,",negatif
Aplikasi buruk tidak bisa di percaya Hasil bisa berubah Untuk teman teman jangan percaya aplikasi ini hasil nya bohong,negatif
aplikasi belum siap udah di publish😴,negatif
"Aplikasi gaduh, bukannya mempermudah malah mempesulit. Masukan : Tolong server dan apk di buat stabil dan perlu pembenahan. Jangan uji coba ketika mendekati pemilu saja",negatif
"APLIKASI CACAT DI GUNAKAN, DATA DI SIREKAP KELIRU YG DI SALAHIN KPPS NYA, BUTUH BUKTI SILANG XXX DI BACA ANGKA 888 SAMA APLIKASI CACAT INI? EMAIL AJA",negatif
The Real Beban Negara,negatif
"Aplikasi blas ra mutu, bisa bisanya KPU menyalahkan kpps. Wooooiii.. Benerin dulu tuh apk nya. KPU perlu di audit. Ayo para kpps para orang orang tulus, beri bintang 1.",negatif
Kurang,negatif
"bukannya mempermudah malah semakin mempersulit, kocak",negatif
"Blas dak bisa diandalkan, cuma bikin heboh dan memperlambat kerja kpps",negatif
Apk ga layak !! Ga usah terbit Lebih baik benerin dulu ni apk sblm nyalahin KPPS,negatif
susah login terus,negatif
"Apk yang ga siap buat dipake tapi maksain buat pake ini yang ada eror mulu, login susah, up data lama! Mana nyalahin petugas sirekapnya. Woyyyyyy cape bgt,",negatif
"aplikasi belum siap pakai, masih banyak kurangnyaa. tolong diperbaiki lagi jgn cuman nyalahin anggota kppsnya tapi dilihat dulu ini aplikasinya gimana",negatif
"Pusing , lemot , upload gagal teruss , sesi habis user /pasword di ulang 2 masuk ... pusing mending dagang bala2",negatif
App gk jelas masuk aja susah bnget username or email passwod gk bisa masuk,negatif
Aplikasi rusak sayaau download pdf aja banyak gagalnya ngeganggu aktifitas para anggota kpps,negatif
"Sangat mengecewakan tidak bisa di login disemua tipe hp. Seharusnya lebih di tingkatkan lagi aplikasi supaya bisa di akses ke semua tipe hp. Lebih ditingkatkan lagi supaya bisa terbaca angkanya angka digital maupun angka biasa. Pokoknya tingkatkan lagi. Jangan sampe banyak yang akses jadi loading, macet, kirim Poto nunggu nya sampai sampe selesai di kirim. Jangan nyalahin anggota kpps yang udah bener tulisnya. Tolong perbaiki aplikasinya jangan sampai saling menyalahkan",negatif
"Aplikasinya yang kurang siap yg di salahin kpps, yg katanya salah input. Seharusnya kalau belum siap mending nggak usah make aplikasi, rata2 ngasih bintang 1 tapi kpu dengan pedenya nyalahin kpps",negatif
Aplikasi resmi bodongya bikin orang jujur menjadi blunder demi uang dan nafsu jabatan yg mendekatkan dgn setan,negatif
"sistem belum siap untuk digunakan, saat bimtek juga masih sering trouble harusnya dari pihak kpu menyadari itu, tapi kenapa sekarang malah menyalahkan petuga kpps tentang kesalahan sirekap, situ warass pengin didemo poo pieee!!!!!",negatif
"Aplikasi cacat..bukanya mempermudah, tpi mempersulit",negatif
"aplikasi mubadzir, buang-buang uang negara, pajak makin mahal tapi pengelolanya tidak kompeten.",negatif
Aplikasi gak guna,negatif
"Aplikasi bosok, difoto sudah jelas yg salah menangkap hasilnya aplikasi malah menyalahkan SDM,helo pembuat aplikasi sehatkah?",negatif
"Error terosss, login error upload foto error unduh pdf error pusinggg. Susah emang klo apa"" nyalahin Angin, eh KPPS maksudnya🗿",negatif
Mudah dibajak,negatif
Mantap👍,positif
"Bukannya mempercepat malah mempersulit ni aplikasi, kebanyakannya eror 😭😭",negatif
useless,negatif
Aplikasi busuk gajelas,negatif
Lah ni mah APLIKASI TAI.,negatif
"Aplikasi Tidak layak pakai, Tulisan Jelas namun tidak terbaca, Slide 2 Ketika edit tidak muncul Keyboard, banyak tanda X terbaca 8, Lambat dalam memproses Gambar dan Data.",negatif
"Aplikasi tolol, malah sekarang anggota kpps disalahkan, padahal server saja burik, bimtek kurang, benerin dulu tu server",negatif
"Aplikasi belum siap yang disalahin anggota KPPS.. Lawak bgt anjir.. Belum siap digitalisasi lagu""an pake aplikasi segala 🤣",negatif
aplikasi jancook...,negatif
"Masukan untuk KPU, lain kali klu mau buat aplikasi itu yang niat, harus nya aplikasi kaya gni harus udah ada Artificial Intelligence dan Big Data karena memuat semua data, sehingga mampu membaca foto yang sudah ke upload dan tidak perlu di edit kembali ketika verivikasi, justru itu yang membuat petugas kelelahan, udah capek sehari semalem, udah gtu harus fokus ngedit lg, klu gk siap dengan mengeluarkan dana banyak untuk membuat aplikasi yaaa gk usah pake aplikasi, mending manual sama link drive!",negatif
Aplikasi perusak suara rakyat,negatif
"ga selesai selesai ke tahap berikutnya, nyangkut di tahap 2 dan ada keterangan gagal memuat data gambar padahal pakai wifi dan paket data telkomsel loh ini",negatif
Sangat tidak layak!!!,negatif
"Lemot, belum siap operasi.",negatif
Saya rasa aplikasi si rekap sudah sangat bagus. Yang menjadi kendala itu jika kita sebagai pengguna si rekap tidak memahami apa yang diinginkan oleh aplikasi ini.,positif
